name,port,header,protocol,status,fill,stroke,refs,image
photoscentral,80,photoscentral,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PrismaAccess,8218,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ProcurementReq,6257,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ProfilePictureService,8222,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PSOFTDEVTRACKING,8130,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PTI,8092,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PTRS,8165,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PTRS Service,80,PTRSService,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
qa-bizboxscore.redirect,8667,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
qa-dwhreports.redirect,8865,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
qa-peopleanalyticsportal.redirect,8866,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
qa-rightslogic,8056,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
RefereeInquiry,8231,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
RefereeInquiry_v2,8900,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
RefEval,80,refeval,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ReplayCenter_Forwarder,8224,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ReportCalls,8232,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Rightslogic,8771,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Rightslogic_dms_redirect,8483,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Rightslogic_dmsreports_redirect,8482,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Rightslogic_qa-dms_redirect,8481,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Rightslogic_qa-dmsreport_redirect,80,qa-dmsreports,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
RIO Phones Forwarder,8207,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
RIO Voicemail Forwarder,8208,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SAGE (Security and Game Expense System),8131,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SAGE.redirect,8877,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SAP Business Object,8990,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SB5000,8081,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SCW_40,8815,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ServerVariables,8245,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SHA Phone Forwarder,8182,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SHA Voicemail forwarder,8289,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SIP Redirect,8059,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SIS,8117,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SubmitAQuestion,8333,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SubmitAQuestionAdmin,8149,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
SwireTravelBJ,8219,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TAIphonesRedirect,8200,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TAIvoicemailRedirect,8202,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Tdoc (NBADocuments for Legal Deptt),8124,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Team Inquiry Website TEST,8070,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Team Office List,8063,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Teamnet Blackberry,8084,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TeamNetStar,8158,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
teams.nba.comRedirect,80,teams.nba.com,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TeamTech,8082,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
teamwikidocs,8107,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Techsummit,8086,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Test Site,8200,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TEST123,8152,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TestWildcard,9280,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TimeOff,8138,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TIW_GL,8000,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TIW_V2,8256,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TIWPlayoffs,8118,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Toronto Phones Forwarder,8176,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Toronto Voicemail Forwarder,8177,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TPP,8099,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TRS4.0,8275,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TTOS (Team Ticket Offer System),8123,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TWNW,8159,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
TwnwReport,8161,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
userdeviceinventory,8110,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VideoClipsCreate,8278,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VirtualSuggestionBox,8209,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VRSBB,8139,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VTH,8141,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VTHBB,8151,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VTHBOG,8186,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VTHContent,8157,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VTHinternal,8303,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VTHInternalBOG,8187,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
VtOrderSystem,8120,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
WalkforWellness,8220,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
wikidocs,8104,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Wisetrack,8201,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
WNBA Broadcast Ops,8121,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
WNBA Rosters,8061,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
WNBA TIW,8243,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
WNBALogo,80,wnbalogo,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Year End Game Review,8242,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
